
48.36,120.9,1.5
53.73333333333334,115.52666666666667,1.5
51.046666666666674,102.09333333333335,1.5
83.28666666666668,102.09333333333335,1.5
18.80666666666667,88.66000000000001,1.5
123.58666666666669,88.66000000000001,1.5
32.24,83.28666666666668,1.5
102.09333333333335,83.28666666666668,1.5
13.433333333333335,80.60000000000001,1.5
115.52666666666667,80.60000000000001,1.5
123.58666666666669,53.73333333333334,1.5
32.24,51.046666666666674,1.5
102.09333333333335,51.046666666666674,1.5
13.433333333333335,48.36,1.5
51.046666666666674,32.24,1.5
83.28666666666668,32.24,1.5
26.86666666666667,29.553333333333335,1.5
123.58666666666669,26.86666666666667,1.5
85.97333333333334,24.18,1.5
80.60000000000001,21.493333333333336,1.5
123.58666666666669,18.80666666666667,1.5
53.73333333333334,13.433333333333335,1.5
10.746666666666668,10.746666666666668,1.5
26.86666666666667,10.746666666666668,1.5
110.15333333333334,10.746666666666668,1.5
118.21333333333334,10.746666666666668,1.5
